Course Identifier,CO Identifier,CO Description,PO/PSO Identifier,PO/PSO Description,Score (0-3)
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,3
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE21310,CO2,Transform regular expressions to automata and vice-versa and conversion from grammar to language and vice-versa.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE21310,CO2,Transform regular expressions to automata and vice-versa and conversion from grammar to language and vice-versa.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE21310,CO2,Transform regular expressions to automata and vice-versa and conversion from grammar to language and vice-versa.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE21310,CO2,Transform regular expressions to automata and vice-versa and conversion from grammar to language and vice-versa.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
